GOID	term	gene	geneSetSize
GO:0071255	CVT VESICLE ASSEMBLY	ATG13|TRS85|VAC8	3
GO:0019343	CYSTEINE BIOSYNTHETIC PROCESS VIA CYSTATHIONINE	CYS3|CYS4|STR3	3
GO:0018063	CYTOCHROME C-HEME LINKAGE	CYC2|CYC3|CYT2	3
GO:0015856	CYTOSINE TRANSPORT	FCY2|FCY21|FCY22	3
GO:0046177	D-GLUCONATE CATABOLIC PROCESS	GND1|GND2|YDR248C	3
GO:1902426	DEACTIVATION OF MITOTIC SPINDLE ASSEMBLY CHECKPOINT	CDH1|FIN1|MND2	3
GO:0051594	DETECTION OF GLUCOSE	GPR1|RGT2|SNF3	3
GO:0006274	DNA REPLICATION TERMINATION	CDC48|NPL4|UFD1	3
GO:0034724	DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION	NHP6A|POB3|SPT16	3
GO:0006269	DNA REPLICATION, SYNTHESIS OF RNA PRIMER	PRI1|PRI2|RPO41	3
GO:0045005	DNA-DEPENDENT DNA REPLICATION MAINTENANCE OF FIDELITY	DPB2|POL3|SEN1	3
GO:0006354	DNA-TEMPLATED TRANSCRIPTION, ELONGATION	ESA1|ISW1|SET2	3
GO:0006352	DNA-TEMPLATED TRANSCRIPTION, INITIATION	BRF1|RPB4|RPC17|SPT15|SUA7|TAF10|TAF12|TAF4|TAF6|TAF9	10
GO:0045002	DOUBLE-STRAND BREAK REPAIR VIA SINGLE-STRAND ANNEALING	NEJ1|RAD52|RAD59	3
GO:0045003	DOUBLE-STRAND BREAK REPAIR VIA SYNTHESIS-DEPENDENT STRAND ANNEALING	IRC20|MPH1|RAD54	3
GO:0003374	DYNAMIN FAMILY PROTEIN POLYMERIZATION INVOLVED IN MITOCHONDRIAL FISSION	DNM1|MGM1|VPS1	3
GO:0045022	EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT	RAV1|YML002W|YML003W	3
GO:0000464	ENDONUCLEOLYTIC CLEAVAGE IN ITS1 UPSTREAM OF 5.8S RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	BRX1|DBP3|RRP5	3
GO:0016320	ENDOPLASMIC RETICULUM MEMBRANE FUSION	CDC48|SEY1|UFE1	3
GO:0061163	ENDOPLASMIC RETICULUM POLARIZATION	EPO1|SCS2|SHS1	3
GO:0042275	ERROR-FREE POSTREPLICATION DNA REPAIR	RAD18|RAD5|RAD6	3
GO:0051293	ESTABLISHMENT OF SPINDLE LOCALIZATION	DYN1|KAR9|NUD1	3
GO:0010142	FARNESYL DIPHOSPHATE BIOSYNTHETIC PROCESS, MEVALONATE PATHWAY	ERG12|ERG13|ERG8	3
GO:0009062	FATTY ACID CATABOLIC PROCESS	PAH1|SPS19|TES1	3
GO:0034625	FATTY ACID ELONGATION, MONOUNSATURATED FATTY ACID	ELO1|ELO2|ELO3	3
GO:0034626	FATTY ACID ELONGATION, POLYUNSATURATED FATTY ACID	ELO1|ELO2|ELO3	3
GO:0019367	FATTY ACID ELONGATION, SATURATED FATTY ACID	ELO1|ELO2|ELO3	3
GO:0006113	FERMENTATION	ADH4|CSF1|MFA2	3
GO:0046656	FOLIC ACID BIOSYNTHETIC PROCESS	ABZ1|ABZ2|FOL1|FOL2|HMT1|MIS1	6
GO:0042183	FORMATE CATABOLIC PROCESS	FDH1|FDH2|YPL276W	3
GO:0010995	FREE UBIQUITIN CHAIN DEPOLYMERIZATION	DOA4|UBP13|UBP15	3
GO:0030388	FRUCTOSE 1,6-BISPHOSPHATE METABOLIC PROCESS	FBP1|PFK1|PFK2	3
GO:0006000	FRUCTOSE METABOLIC PROCESS	FBP1|FBP26|HXK1|HXK2|PFK26|PFK27|YLR345W	7
GO:0051278	FUNGAL-TYPE CELL WALL POLYSACCHARIDE BIOSYNTHETIC PROCESS	FKS1|FKS3|GSC2	3
GO:0044806	G-QUADRUPLEX DNA UNWINDING	PIF1|RRM3	2
GO:0019388	GALACTOSE CATABOLIC PROCESS	GRE3|PGM1|PGM2	3
GO:0009450	GAMMA-AMINOBUTYRIC ACID CATABOLIC PROCESS	UGA1|UGA2|UGA3	3
GO:0031047	GENE SILENCING BY RNA	HDA1|HDA2|HDA3	3
GO:0046323	GLUCOSE IMPORT	GAL2|GLK1|HXK1|HXK2|HXT1|HXT10|HXT11|HXT13|HXT14|HXT15|HXT16|HXT17|HXT2|HXT3|HXT4|HXT5|HXT6|HXT7|HXT8|HXT9|MAL11|MAL31|MPH2|MPH3|RGT2|SNF3|STL1|YDL199C	28
GO:0070681	GLUTAMINYL-TRNAGLN BIOSYNTHESIS VIA TRANSAMIDATION	GTF1|HER2|PET112	3
GO:0006114	GLYCEROL BIOSYNTHETIC PROCESS	GPP1|GPP2|YIG1	3
GO:0061610	GLYCEROL TO GLYCERONE PHOSPHATE METABOLIC PROCESS	DAK1|DAK2|GCY1	3
GO:0006650	GLYCEROPHOSPHOLIPID METABOLIC PROCESS	PLB1|PLB2|YPK1	3
GO:0019464	GLYCINE DECARBOXYLATION VIA GLYCINE CLEAVAGE SYSTEM	GCV1|GCV2|GCV3	3
GO:0005980	GLYCOGEN CATABOLIC PROCESS	GDB1|GPH1|SGA1	3
GO:0006688	GLYCOSPHINGOLIPID BIOSYNTHETIC PROCESS	CSG2|CSH1|SUR1	3
GO:0048194	GOLGI VESICLE BUDDING	SEC14|VPS74|YPT1	3
GO:0006183	GTP BIOSYNTHETIC PROCESS	IMD2|IMD3|IMD4|YNK1	4
GO:0006784	HEME A BIOSYNTHETIC PROCESS	COX10|COX15|YAH1	3
GO:0043968	HISTONE H2A ACETYLATION	EAF3|EAF6|NAT4|SWC4	4
GO:0070932	HISTONE H3 DEACETYLATION	HDA1|HOS1|HOS2|HOS3|RPD3|SIR2	6
GO:0044154	HISTONE H3-K14 ACETYLATION	EAF6|NTO1|SGF29	3
GO:0070933	HISTONE H4 DEACETYLATION	HOS1|HOS2|HST1|RPD3|SIR2	5
GO:0071044	HISTONE MRNA CATABOLIC PROCESS	PAP2|RRP6|TRF5	3
GO:0009090	HOMOSERINE BIOSYNTHETIC PROCESS	HOM2|HOM3|HOM6	3
GO:0006880	INTRACELLULAR SEQUESTERING OF IRON ION	CCC1|FRE6|NFU1	3
GO:0006564	L-SERINE BIOSYNTHETIC PROCESS	LPD1|SER1|SER2|SER3|SER33	5
GO:0006565	L-SERINE CATABOLIC PROCESS	CHA1|SHM1|SHM2	3
GO:0060988	LIPID TUBE ASSEMBLY	RVS161|RVS167|VPS1	3
GO:0044539	LONG-CHAIN FATTY ACID IMPORT INTO CELL	FAA1|FAA4|FAT1	3
GO:0035336	LONG-CHAIN FATTY-ACYL-COA METABOLIC PROCESS	FAA1|FAA3|FAA4	3
GO:0034090	MAINTENANCE OF MEIOTIC SISTER CHROMATID COHESION	CHL4|IML3|SGO1	3
GO:0045185	MAINTENANCE OF PROTEIN LOCATION	AIM44|BEM1|GAL3	3
GO:0051792	MEDIUM-CHAIN FATTY ACID BIOSYNTHETIC PROCESS	EEB1|EHT1|MGL2	3
GO:0051793	MEDIUM-CHAIN FATTY ACID CATABOLIC PROCESS	EEB1|EHT1|MGL2	3
GO:0007127	MEIOSIS I	AMA1|PDS1|SPO12	3
GO:0006311	MEIOTIC GENE CONVERSION	MSH2|RMR1|SOH1	3
GO:0051177	MEIOTIC SISTER CHROMATID COHESION	REC8|SMC3|SPO13	3
GO:0051754	MEIOTIC SISTER CHROMATID COHESION, CENTROMERIC	BUB1|MAD3|RTS1	3
GO:0051229	MEIOTIC SPINDLE DISASSEMBLY	CDC14|CDC15|SPS1	3
GO:0030001	METAL ION TRANSPORT	ALR1|ALR2|ATX1|ATX2|BSD2|CCC2|CCS1|COX19|MNR2|PCA1|SMF1|SMF2|SMF3|YKE4|ZRT1|ZRT2|ZRT3	17
GO:0140504	MICROLIPOPHAGY	PIK1|STT4|VPS27	3
GO:0070843	MISFOLDED PROTEIN TRANSPORT	DER1|SEC61|SIS1	3
GO:0042776	MITOCHONDRIAL ATP SYNTHESIS COUPLED PROTON TRANSPORT	ATP2|ATP5|COX4|CYT1|NCA3	5
GO:0006843	MITOCHONDRIAL CITRATE TRANSMEMBRANE TRANSPORT	CTP1|MRX20|YHM2	3
GO:0006264	MITOCHONDRIAL DNA REPLICATION	MIP1|RIM1|SUV3	3
GO:1990575	MITOCHONDRIAL L-ORNITHINE TRANSMEMBRANE TRANSPORT	ORT1|YMC1|YMC2	3
GO:0007006	MITOCHONDRIAL MEMBRANE ORGANIZATION	CRD1|CYC2|SAR1	3
GO:0000963	MITOCHONDRIAL RNA PROCESSING	CCM1|MRS1|MSS116	3
GO:0000751	MITOTIC CELL CYCLE G1 ARREST IN RESPONSE TO PHEROMONE	FAR1|GRR1|OPY2	3
GO:0044773	MITOTIC DNA DAMAGE CHECKPOINT	DUN1|RCK1	2
GO:1902977	MITOTIC DNA REPLICATION PREINITIATION COMPLEX ASSEMBLY	CDC45|CDC7|SLD2	3
GO:0044818	MITOTIC G2/M TRANSITION CHECKPOINT	CDC55|EXO1|SGS1	3
GO:1990758	MITOTIC SISTER CHROMATID BIORIENTATION	CDC28|DAM1|SPC105	3
GO:0000389	MRNA 3'-SPLICE SITE RECOGNITION	CDC40|ISY1|PRP8	3
GO:0000348	MRNA BRANCH SITE RECOGNITION	CDC40|MUD2|PRP5	3
GO:0006376	MRNA SPLICE SITE SELECTION	LUC7|NAM8|SKY1	3
GO:0006741	NADP BIOSYNTHETIC PROCESS	POS5|UTR1|YEF1	3
GO:0006739	NADP METABOLIC PROCESS	IDP1|IDP2|IDP3	3
GO:0030837	NEGATIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION	AIM21|BUD14|TDA2|TWF1	4
GO:0032780	NEGATIVE REGULATION OF ATPASE ACTIVITY	HSP30|INH1|STF1	3
GO:0090344	NEGATIVE REGULATION OF CELL AGING	SSA1|SSA2|TSA1	3
GO:2000002	NEGATIVE REGULATION OF DNA DAMAGE CHECKPOINT	PPH3|PSY2|PSY4	3
GO:0031452	NEGATIVE REGULATION OF HETEROCHROMATIN ASSEMBLY	BDF1|BDF2|DOT1	3
GO:2000218	NEGATIVE REGULATION OF INVASIVE GROWTH IN RESPONSE TO GLUCOSE LIMITATION	DIG1|DIG2|SIP4	3
GO:1903342	NEGATIVE REGULATION OF MEIOTIC DNA DOUBLE-STRAND BREAK FORMATION	SMC2|YCG1|YCS4	3
GO:0007026	NEGATIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION	BIM1|KIP2|MHP1	3
GO:0045950	NEGATIVE REGULATION OF MITOTIC RECOMBINATION	HED1|HST1|HST2	3
GO:1900152	NEGATIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY	IGO1|IGO2|NAB2	3
GO:1901352	NEGATIVE REGULATION OF PHOSPHATIDYLGLYCEROL BIOSYNTHETIC PROCESS	CSR1|PDR17|SEC14	3
GO:0071072	NEGATIVE REGULATION OF PHOSPHOLIPID BIOSYNTHETIC PROCESS	NEM1|OPI1|SPO7	3
GO:0032515	NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY	ESP1|GLC8|IGO2|NET1|SDS22|SDS23|SDS24|SIS2|VHS3|YPI1|ZDS1	11
GO:0045128	NEGATIVE REGULATION OF RECIPROCAL MEIOTIC RECOMBINATION	RPD3|SET2|ZIP1	3
GO:0032007	NEGATIVE REGULATION OF TOR SIGNALING	IML1|NPR2|NPR3	3
GO:0051038	NEGATIVE REGULATION OF TRANSCRIPTION INVOLVED IN MEIOTIC CELL CYCLE	RME1|RPD3|SIN3	3
GO:0046496	NICOTINAMIDE NUCLEOTIDE METABOLIC PROCESS	NNR1|NNR2|PHO8	3
GO:0071048	NUCLEAR RETENTION OF UNSPLICED PRE-MRNA AT THE SITE OF TRANSCRIPTION	MLP1|PRP18|RRP6	3
GO:0090305	NUCLEIC ACID PHOSPHODIESTER BOND HYDROLYSIS	APA1|APA2|APN1|APN2|CCE1|CCR4|DDC1|DIN7|DNA2|DOM34|DPB3|DPB4|DSS1|DXO1|EXO1|EXO5|HNT1|HNT2|HNT3|LCL3|MIP1|MKT1|MMS4|MUS81|NGL1|NGL2|NGL3|NPP1|NPP2|PAN2|POL2|POL3|POL31|POL32|POP2|PSO2|RAD17|RAD27|RAD50|RAI1|REV3|REX4|RNH201|RNT1|RNY1|RPM2|SEN34|SLX1|SNM1|TDP1|TRL1|TRM2|USB1|VMA1|XRN1|YAR009C|YBL005W-B|YBL100W-B|YBR012W-B|YCL019W|YDR034C-D|YDR098C-B|YDR210C-D|YDR210W-B|YDR261C-D|YDR261W-B|YDR316W-B|YDR365W-B|YEN1|YER138C|YER160C|YFL002W-A|YGR027W-B|YGR038C-B|YGR109W-B|YGR161C-D|YGR161W-B|YHL009W-B|YHR214C-B|YIL082W-A|YJL113W|YJR027W|YJR029W|YLR035C-A|YLR157C-B|YLR227W-B|YLR410W-B|YML039W|YML045W|YMR045C|YMR050C|YMR262W|YNL054W-B|YNL284C-B|YOL103W-B|YOR142W-B|YOR192C-B|YOR343W-B|YPL060C-A|YPL257W-B|YPR137C-B|YPR158C-D|YPR158W-B|YPR170W-B	104
GO:0009164	NUCLEOSIDE CATABOLIC PROCESS	APA1|APA2|HNT2	3
GO:0034728	NUCLEOSOME ORGANIZATION	CHD1|GCR1|SPT6	3
GO:0009117	NUCLEOTIDE METABOLIC PROCESS	AAH1|ADK1|ADK2|AMD1|APA1|APA2|DUT1|HAM1|HNT1|ISN1|URC2|YNK1|YOR111W	13
GO:0000715	NUCLEOTIDE-EXCISION REPAIR, DNA DAMAGE RECOGNITION	RAD14|RAD16|RAD7	3
GO:0006297	NUCLEOTIDE-EXCISION REPAIR, DNA GAP FILLING	DNL4|POL2|POL3	3
GO:0033683	NUCLEOTIDE-EXCISION REPAIR, DNA INCISION	RAD14|RAD3|SSL2	3
GO:0006857	OLIGOPEPTIDE TRANSPORT	OPT1|OPT2|PTR2|YGL114W	4
GO:0018216	PEPTIDYL-ARGININE METHYLATION	HMT1|HSL7|RMT2|SFM1	4
GO:0018023	PEPTIDYL-LYSINE TRIMETHYLATION	EFM3|EFM5|RKM2	3
GO:0006432	PHENYLALANYL-TRNA AMINOACYLATION	FRS1|FRS2|MSF1	3
GO:0071507	PHEROMONE RESPONSE MAPK CASCADE	FUS3|STE11|STE7	3
GO:0055091	PHOSPHOLIPID HOMEOSTASIS	FUN14|GEM1|LRO1	3
GO:0007009	PLASMA MEMBRANE ORGANIZATION	HOR7|HSP12|NCE102	3
GO:0097080	PLASMA MEMBRANE SELENITE TRANSPORT	JEN1|PHO84|PHO87	3
GO:0097320	PLASMA MEMBRANE TUBULATION	MVP1|RVS161|RVS167	3
GO:0006799	POLYPHOSPHATE BIOSYNTHETIC PROCESS	VTC1|VTC4|VTC5	3
GO:0030836	POSITIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION	AIP1|SRV2|TWF1	3
GO:0045762	POSITIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY	BCY1|RAS1|RAS2	3
GO:1905786	POSITIVE REGULATION OF ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS	AMA1|CDC20|CDH1	3
GO:0043065	POSITIVE REGULATION OF APOPTOTIC PROCESS	AIF1|NDI1|STE20	3
GO:2000582	POSITIVE REGULATION OF ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, PLUS-END-DIRECTED	DYN2|PAC1|PAC11	3
GO:0043085	POSITIVE REGULATION OF CATALYTIC ACTIVITY	ACK1|ARF3|ATG12|ATG5|BEM1|BUD6|BZZ1|CCS1|DCP1|DRN1|DSF2|GLC8|GLE1|MGS1|MNN4|NAP1|NET1|PXR1|RAD9|RCL1|RED1|RMI1|RRD1|RRD2|SGF11|SGF73|SHC1|SKT5|SRF1|SUS1|TOF2|TSC11|TSC3|VPS75	34
GO:0030307	POSITIVE REGULATION OF CELL GROWTH	BTN2|HSP42|KOG1	3
GO:1901857	POSITIVE REGULATION OF CELLULAR RESPIRATION	MEC1|MYG1|RAD53	3
GO:2001040	POSITIVE REGULATION OF CELLULAR RESPONSE TO DRUG	CRZ1|PDR1|PDR3	3
GO:1905339	POSITIVE REGULATION OF COHESIN UNLOADING	CDC5|RAD61|REC8	3
GO:0045737	POSITIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY	BUR2|CKS1|CLB2|CTK2|LAM1|SIP3|TFB3	7
GO:0010973	POSITIVE REGULATION OF DIVISION SEPTUM ASSEMBLY	KSS1|RIM101|SLT2	3
GO:0045740	POSITIVE REGULATION OF DNA REPLICATION	CLB5|CLB6|DDI1	3
GO:1903468	POSITIVE REGULATION OF DNA REPLICATION INITIATION	DBF4|FKH1|FKH2	3
GO:0045722	POSITIVE REGULATION OF GLUCONEOGENESIS	SIP4|SNF1|SNF4	3
GO:0031065	POSITIVE REGULATION OF HISTONE DEACETYLATION	GRX3|GRX4|XBP1	3
GO:2001255	POSITIVE REGULATION OF HISTONE H3-K36 TRIMETHYLATION	CDC73|CTR9|PAF1	3
GO:0090297	POSITIVE REGULATION OF MITOCHONDRIAL DNA REPLICATION	MHR1|NTG1|RIM1	3
GO:0010636	POSITIVE REGULATION OF MITOCHONDRIAL FUSION	CDC48|PSD1|UBP2	3
GO:1901992	POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION	IGO1|IGO2|RIM15	3
GO:2001247	POSITIVE REGULATION OF PHOSPHATIDYLCHOLINE BIOSYNTHETIC PROCESS	CSR1|PDR17|UPS1	3
GO:0010513	POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS	ARF3|VAC7|YEL1	3
GO:0032436	POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	HEL1|ITT1|RSP5	3
GO:0031954	POSITIVE REGULATION OF PROTEIN AUTOPHOSPHORYLATION	ELM1|SSK1|SSP2	3
GO:0042307	POSITIVE REGULATION OF PROTEIN IMPORT INTO NUCLEUS	CLA4|POR1|SKY1	3
GO:0031398	POSITIVE REGULATION OF PROTEIN UBIQUITINATION	BSD2|PEX22|UFD2	3
GO:0002092	POSITIVE REGULATION OF RECEPTOR INTERNALIZATION	LDB19|ROD1|ROG3	3
GO:0035025	POSITIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION	CDC5|RSR1|TOR2	3
GO:0032874	POSITIVE REGULATION OF STRESS-ACTIVATED MAPK CASCADE	HOS2|SIF2|SNT1	3
GO:0090180	POSITIVE REGULATION OF THIAMINE BIOSYNTHETIC PROCESS	PDC2|THI2|THI3	3
GO:0045945	POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III	NAB2|SCH9|SUB1	3
GO:0061402	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO ACIDIC PH	HAA1|MSN2|WAR1	3
GO:0061410	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO ETHANOL	ADR1|MSN2|ZNF1	3
GO:0036086	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO IRON ION STARVATION	AFT1|AFT2|MGA2	3
GO:0010673	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER INVOLVED IN MEIOTIC CELL CYCLE	CDC7|SSN8|UME6	3
GO:0090282	POSITIVE REGULATION OF TRANSCRIPTION INVOLVED IN G2/M TRANSITION OF MITOTIC CELL CYCLE	FKH1|FKH2|NDD1	3
GO:2000679	POSITIVE REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING	MET28|PHO2|SUA7	3
GO:0032056	POSITIVE REGULATION OF TRANSLATION IN RESPONSE TO STRESS	EDC1|EDC2|TRL1	3
GO:0045905	POSITIVE REGULATION OF TRANSLATIONAL TERMINATION	ANB1|EFM2|HYP2	3
GO:0010608	POSTTRANSCRIPTIONAL REGULATION OF GENE EXPRESSION	MPT5|PUF3|PUF4	3
GO:0010731	PROTEIN GLUTATHIONYLATION	GLR1|GRX1|GTT1	3
GO:0006497	PROTEIN LIPIDATION	ATG18|ATG21|HSV2	3
GO:0034394	PROTEIN LOCALIZATION TO CELL SURFACE	GAB1|GPI8|GSF2	3
GO:0072657	PROTEIN LOCALIZATION TO MEMBRANE	EMP70|TMN2|TMN3	3
GO:0071988	PROTEIN LOCALIZATION TO SPINDLE POLE BODY	BBP1|KIN4|MPS2	3
GO:0006479	PROTEIN METHYLATION	HSL7|MTQ1|RKM5|SET3|YMR027W|YNL092W	6
GO:0071211	PROTEIN TARGETING TO VACUOLE INVOLVED IN AUTOPHAGY	ATG13|ATG34|ATG8	3
GO:0110136	PROTEIN-RNA COMPLEX REMODELING	REA1|RSA4|YTM1	3
GO:0009113	PURINE NUCLEOBASE BIOSYNTHETIC PROCESS	ADE3|ADE4|ADE5,7|MTD1|SER1	5
GO:0006144	PURINE NUCLEOBASE METABOLIC PROCESS	ADE2|ADE5,7|ADO1|DAL1|DAL2|DAL3|DAL4|DAL7	8
GO:0072530	PURINE-CONTAINING COMPOUND TRANSMEMBRANE TRANSPORT	FCY2|FCY21|FCY22	3
GO:0009443	PYRIDOXAL 5'-PHOSPHATE SALVAGE	BUD16|BUD17|PDX3	3
GO:0008614	PYRIDOXINE METABOLIC PROCESS	SNO1|SNO2|SNO3	3
GO:0006221	PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS	PPR1|URA1|URA10|URA2|URA3|URA4|URA5|URA6|URA7|URA8	10
GO:0034402	RECRUITMENT OF 3'-END PROCESSING FACTORS TO RNA POLYMERASE II HOLOENZYME COMPLEX	CDC73|RPB4|RTF1	3
GO:0050790	REGULATION OF CATALYTIC ACTIVITY	ASC1|BFA1|CMD1|COX13|CSG2|CUE1|CYK3|FES1|GCD2|GCD7|GCN3|GDI1|ILV6|INN1|KEI1|LHS1|MGE1|NUP159|PEX22|PMP1|PMP2|PXL1|RAI1|RDI1|RPI1|RPN1|RPN2|RPN3|RPN7|SDS23|SDS24|SEC12|SIL1|SNF4|SSE1|SSE2|TIF5|TPS3|TSL1|YIL102C-A|YJL144W|YRB30	42
GO:1901987	REGULATION OF CELL CYCLE PHASE TRANSITION	DBF4|GSP1|PHO85	3
GO:2000001	REGULATION OF DNA DAMAGE CHECKPOINT	CMR1|RTT107|SLX4	3
GO:0006282	REGULATION OF DNA REPAIR	HST4|MGS1|RPN4	3
GO:0006275	REGULATION OF DNA REPLICATION	DCC1|DIA2|DOA4|ECO1|POL30	5
GO:0032443	REGULATION OF ERGOSTEROL BIOSYNTHETIC PROCESS	DAP1|RSP5|YPL062W	3
GO:0070202	REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMOSOME	GAL11|HSF1|SIN4	3
GO:0060256	REGULATION OF FLOCCULATION	RLM1|SLT2|TUP1	3
GO:1903450	REGULATION OF G1 TO G0 TRANSITION	MPT5|RLM1|SSD1	3
GO:0070873	REGULATION OF GLYCOGEN METABOLIC PROCESS	BMH1|BMH2|GLC7	3
GO:0051569	REGULATION OF HISTONE H3-K4 METHYLATION	CTR9|PAF1|RTF1	3
GO:0016241	REGULATION OF MACROAUTOPHAGY	ATG8|HOG1|TPK1	3
GO:0043408	REGULATION OF MAPK CASCADE	CLA4|SKM1|STE20	3
GO:0007532	REGULATION OF MATING-TYPE SPECIFIC TRANSCRIPTION, DNA-TEMPLATED	HMLALPHA1|HMRA1|MATALPHA1	3
GO:1903341	REGULATION OF MEIOTIC DNA DOUBLE-STRAND BREAK FORMATION	SET1|SPP1|SWD3	3
GO:0090266	REGULATION OF MITOTIC CELL CYCLE SPINDLE ASSEMBLY CHECKPOINT	CDC55|IPL1|ISC1	3
GO:0030071	REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION	APC4|CDC23|CDC26|MND2|SDS23|SDS24|SWM1|UBC11	8
GO:0032888	REGULATION OF MITOTIC SPINDLE ELONGATION	CLB2|ESP1|KIP3	3
GO:0031440	REGULATION OF MRNA 3'-END PROCESSING	BYE1|DST1|SPT6	3
GO:0061091	REGULATION OF PHOSPHOLIPID TRANSLOCATION	NCE102|OPT2|SNG1	3
GO:1900180	REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS	SAK1|TOS3|YPI1	3
GO:0050708	REGULATION OF PROTEIN SECRETION	CBK1|SRO7|SRO77	3
GO:0080163	REGULATION OF PROTEIN SERINE/THREONINE PHOSPHATASE ACTIVITY	TFG1	1
GO:1905117	REGULATION OF RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE ACTIVITY	DIF1|HUG1|SML1	3
GO:1902280	REGULATION OF RNA HELICASE ACTIVITY	TIF3|TIF4631|TIF4632	3
GO:2000232	REGULATION OF RRNA PROCESSING	RSP5|SPT4|SPT5	3
GO:0090153	REGULATION OF SPHINGOLIPID BIOSYNTHETIC PROCESS	NPR1|SCH9|TOR1	3
GO:0043937	REGULATION OF SPORULATION	AVT7|PTP2|PTP3	3
GO:0001178	REGULATION OF TRANSCRIPTIONAL START SITE SELECTION AT RNA POLYMERASE II PROMOTER	CHD1|ISW1|SPT6	3
GO:0006448	REGULATION OF TRANSLATIONAL ELONGATION	GCN1|GCN20|TRM9	3
GO:0044088	REGULATION OF VACUOLE ORGANIZATION	LEM3|OPT2|RIM21	3
GO:0060627	REGULATION OF VESICLE-MEDIATED TRANSPORT	BUD14|KEL1|KEL2	3
GO:0043200	RESPONSE TO AMINO ACID	PTR3|SSY1|SSY5	3
GO:0072423	RESPONSE TO DNA DAMAGE CHECKPOINT SIGNALING	HRP1|RNA14|RNA15	3
GO:0009749	RESPONSE TO GLUCOSE	SKS1|YCK1|YCK2	3
GO:0000302	RESPONSE TO REACTIVE OXYGEN SPECIES	CCP1|CTA1|CTT1|HSP42	4
GO:0000304	RESPONSE TO SINGLET OXYGEN	AIF1|SKN7|YAP1	3
GO:0031123	RNA 3'-END PROCESSING	PAP1|RNA14	2
GO:0090502	RNA PHOSPHODIESTER BOND HYDROLYSIS, ENDONUCLEOLYTIC	DBR1|DDP1|DIS3|DOM34|IRE1|MRPL15|MRPL3|NGL2|NOB1|NUC1|POP1|POP3|POP4|POP5|POP6|POP7|POP8|RNH1|RNH201|RNH202|RNH203|RNT1|RNY1|RPM2|RPP1|RPR2|SEN15|SEN2|SEN34|SEN54|SNM1|SWT1|YAR009C|YBL005W-B|YBL100W-B|YBR012W-B|YCL019W|YDR034C-D|YDR098C-B|YDR210C-D|YDR210W-B|YDR261C-D|YDR261W-B|YDR316W-B|YDR365W-B|YER138C|YER160C|YFL002W-A|YGR027W-B|YGR038C-B|YGR109W-B|YGR161C-D|YGR161W-B|YHL009W-B|YHR214C-B|YIL082W-A|YJL113W|YJR027W|YJR029W|YLR035C-A|YLR157C-B|YLR227W-B|YLR410W-B|YML039W|YML045W|YMR045C|YMR050C|YNL054W-B|YNL284C-B|YOL103W-B|YOR142W-B|YOR192C-B|YOR343W-B|YPL060C-A|YPL257W-B|YPR137C-B|YPR158C-D|YPR158W-B|YPR170W-B|YSH1	80
GO:0006556	S-ADENOSYLMETHIONINE BIOSYNTHETIC PROCESS	ERC1|SAM1|SAM2	3
GO:1990344	SECONDARY CELL SEPTUM BIOGENESIS	AIM44|CYK3|INN1	3
GO:0061912	SELECTIVE AUTOPHAGY	ATG19|ATG5|NUP159	3
GO:0009070	SERINE FAMILY AMINO ACID BIOSYNTHETIC PROCESS	SER1|SER3|SER33	3
